"","case_order","uid","state","county","zip","lat","lng","area","time_zone","children","age","income","marital","gender","churn","outage_sec_perweek","email","contacts","yearly_equip_failure","techie","contract","port_modem","tablet","internet_service","phone","multiple","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies","paperless_billing","payment_method","tenure","monthly_charge","bandwidth_gb_year","item1","item2","item3","item4","item5","item6","item7","item8"
"7932",8851,"Other","GA","Other",31641,30.93243,-83.09623,"Suburban","America/New_York",3,76,21499,"Never Married","Female","No",9.726859,9,2,1,"Yes","Month-to-month","No","Yes","DSL","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Credit Card (automatic)",64.56459,220.1149,6235.697033,5,4,4,4,5,5,5,5
"7933",8852,"Other","GA","Other",30030,33.77129,-84.29205,"Urban","America/New_York",5,21,21326.64,"Divorced","Male","No",7.405549,14,1,0,"No","Month-to-month","Yes","No","DSL","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Credit Card (automatic)",58.51928,164.9647,5868.506672,3,3,3,3,5,3,2,4
"7934",8853,"Other","WA","Other",98403,47.26595,-122.4585,"Urban","America/Los_Angeles",3,24,8208.47,"Divorced","Male","No",10.77795,12,1,0,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","Mailed Check",69.24664,207.4673,6335.435305,4,3,4,2,3,5,3,4
"7935",8854,"Other","WI","Washington",53017,43.20383,-88.2554,"Suburban","America/Chicago",0,77,102702.5,"Widowed","Female","No",9.444254,11,2,1,"No","Two Year","No","No","DSL","Yes","Yes","No","No","No","Yes","Yes","No","Yes","Mailed Check",71.75497,162.4538,6472.088412,2,3,3,3,5,2,3,4
"7936",8855,"Other","AR","Jefferson",72168,34.43846,-91.97079,"Urban","America/Chicago",3,53,3196.26,"Married","Male","No",9.954987,14,2,1,"Yes","Month-to-month","No","No","DSL","Yes","Yes","No","Yes","No","No","Yes","No","No","Bank Transfer(automatic)",71.53606,172.4404,6761.913319,3,2,4,2,4,3,2,3
"7937",8856,"Other","LA","Other",71328,31.36085,-92.17548,"Rural","America/Chicago",0,34,25652,"Separated","Male","No",3.744797,11,2,0,"No","Month-to-month","No","No","DSL","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Electronic Check",62.5567,200.1185,6095.950269,6,5,5,5,3,4,3,5
"7938",8857,"Other","MI","Other",49838,46.06199,-85.74746,"Rural","America/Detroit",1,58,65768.17,"Widowed","Female","No",13.55541,6,2,0,"No","Two Year","No","No","DSL","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Credit Card (automatic)",69.74686,242.6106,6751.757527,3,4,2,3,5,3,3,4
"7939",8858,"Other","Other","Other",19706,39.57275,-75.5988,"Rural","America/New_York",3,33,11624.31,"Divorced","Nonbinary","No",11.71253,8,1,0,"No","Month-to-month","No","No","DSL","Yes","No","No","Yes","Yes","Yes","No","No","No","Mailed Check",55.48531,139.983,5283.145343,2,3,1,4,3,1,2,3
"7940",8859,"Other","CT","Other",6710,41.56905,-73.04579,"Urban","America/New_York",4,60,19603.48,"Never Married","Male","No",7.38333,9,0,0,"No","Two Year","No","No","DSL","Yes","No","No","No","No","Yes","No","No","No","Electronic Check",68.69992,104.9643,6215.161258,4,3,3,3,3,3,4,3
"7941",8860,"Other","AL","Other",36375,31.07549,-85.53886,"Suburban","America/Chicago",2,56,51095.47,"Divorced","Female","No",7.231659,14,2,1,"No","Two Year","Yes","No","DSL","Yes","No","No","No","No","Yes","No","Yes","No","Bank Transfer(automatic)",65.16987,139.9512,5954.856404,3,3,5,4,4,4,4,4
"7942",8861,"Other","GA","Other",31563,31.74553,-82.18267,"Rural","America/New_York",0,48,38501.46,"Divorced","Male","No",8.890456,10,0,0,"No","Month-to-month","Yes","No","None","Yes","Yes","No","No","No","Yes","No","No","No","Electronic Check",50.55452,124.9935,4303.028243,2,1,1,2,2,3,4,2
"7943",8862,"Other","IA","Other",52351,41.87788,-91.83177,"Suburban","America/Chicago",2,62,19418.81,"Married","Male","No",11.12162,12,0,0,"No","Month-to-month","Yes","No","DSL","Yes","No","No","No","No","Yes","No","Yes","Yes","Credit Card (automatic)",58.0434,139.9512,5433.542284,3,2,3,4,2,3,4,5
"7944",8863,"Other","NY","Other",14854,42.50577,-76.6148,"Rural","America/New_York",0,61,87653.56,"Divorced","Male","No",7.891055,11,1,1,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","Mailed Check",70.21916,214.9663,6206.176515,3,3,4,2,3,4,3,3
"7945",8864,"Other","IN","Other",47588,38.0704,-86.77929,"Rural","Other",0,37,12262.31,"Married","Male","No",9.073098,12,0,0,"No","Two Year","Yes","No","DSL","No","No","Yes","Yes","No","No","No","No","No","Credit Card (automatic)",61.18471,117.4686,5716.521753,3,3,2,4,3,4,4,5
"7946",8865,"Other","PA","Other",15538,39.86794,-78.83625,"Urban","America/New_York",1,89,11681.78,"Widowed","Female","No",9.425466,16,0,0,"No","One year","No","No","Fiber Optic","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Bank Transfer(automatic)",70.19945,242.6326,6254.922893,3,3,3,4,3,3,3,4
"7947",8866,"Other","TX","Other",78104,28.51879,-97.76466,"Suburban","America/Chicago",1,68,35917.89,"Divorced","Female","Yes",8.024894,15,0,1,"Yes","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","Yes","No","Yes","Yes","Yes","No","Electronic Check",56.76973,242.6143,5174.530815,4,4,4,4,3,4,5,3
"7948",8867,"Other","NC","Other",28438,34.41155,-78.92459,"Rural","America/New_York",1,82,45362.56,"Divorced","Male","No",5.011995,7,1,0,"No","Two Year","No","Yes","None","Yes","No","Yes","Yes","Yes","No","No","No","Yes","Electronic Check",42.02106,117.5152,3701.191181,3,3,3,4,2,4,4,3
"7949",8868,"Other","PA","Other",19301,40.04118,-75.48034,"Rural","America/New_York",3,41,28435.25,"Separated","Male","No",11.58921,13,1,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","Electronic Check",59.59171,232.6228,5673.784205,3,2,3,4,3,4,3,2
"7950",8869,"Other","KY","Other",40390,37.8534,-84.67167,"Urban","America/New_York",0,54,44290.52,"Never Married","Female","No",6.833444,15,2,0,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","No","No","No","No","No","No","No","Credit Card (automatic)",58.90417,144.9607,4880.899279,2,2,1,3,4,3,4,1
"7951",8870,"Other","VA","Other",23114,37.4822,-77.65937,"Urban","America/New_York",3,36,3686.27,"Never Married","Male","No",14.55875,10,2,1,"No","One year","Yes","No","DSL","Yes","Yes","Yes","No","Yes","No","No","Yes","No","Bank Transfer(automatic)",55.64344,174.9882,5580.901602,3,4,3,4,3,2,3,4
"7952",8871,"Other","CA","Los Angeles",90245,33.91695,-118.4021,"Rural","America/Los_Angeles",0,36,22289.83,"Divorced","Male","No",6.732913,15,2,1,"Yes","Two Year","No","No","DSL","Yes","Yes","Yes","No","No","Yes","No","No","No","Electronic Check",37.90754,139.9875,3794.802552,4,3,4,3,4,3,4,3
"7953",8872,"Other","KY","Other",41632,37.54642,-82.94021,"Rural","America/New_York",6,65,42242.38,"Divorced","Male","No",7.01939,12,1,0,"No","Month-to-month","Yes","No","DSL","Yes","Yes","Yes","No","No","No","Yes","Yes","No","Mailed Check",65.87966,222.6326,6594.127635,6,5,5,5,3,6,5,4
"7954",8873,"Other","AR","Other",72003,34.38592,-91.3978,"Rural","America/Chicago",1,25,13265.39,"Separated","Male","No",8.377711,14,2,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","No","No","No","Yes","No","No","Electronic Check",60.05643,137.4392,5272.094696,4,4,3,4,3,3,3,5
"7955",8874,"Other","IN","Other",47969,40.20574,-87.14876,"Urban","America/Indiana/Indianapolis",2,53,118281.7,"Widowed","Male","No",2.015143,17,0,1,"Yes","Two Year","No","No","Fiber Optic","Yes","No","No","No","No","No","Yes","Yes","No","Bank Transfer(automatic)",71.21314,207.6094,6386.697896,3,4,2,3,4,4,3,1
"7956",8875,"Other","SD","Other",57476,44.71425,-98.61703,"Urban","America/Chicago",1,31,59814.41,"Widowed","Male","No",4.794991,15,0,0,"No","Month-to-month","Yes","Yes","DSL","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Electronic Check",63.53539,232.6378,6369.536182,4,4,4,4,4,3,5,3
"7957",8876,"Other","CO","Other",80640,39.88543,-104.8822,"Urban","America/Denver",1,63,27045.06,"Never Married","Male","No",8.829607,15,0,0,"No","Month-to-month","No","Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Credit Card (automatic)",58.56191,207.4811,5351.338273,1,1,2,4,3,3,2,3
"7958",8877,"Other","CA","Other",94108,37.79203,-122.4086,"Rural","America/Los_Angeles",1,85,41066.46,"Separated","Female","No",9.467504,10,1,0,"No","Month-to-month","No","Yes","Fiber Optic","Yes","No","No","Yes","Yes","Yes","No","No","Yes","Electronic Check",59.47229,159.983,4968.105348,4,5,3,4,4,4,4,3
"7959",8878,"Other","CT","Other",6373,41.6705,-71.79895,"Suburban","America/New_York",2,74,23288.67,"Separated","Male","No",15.27908,14,0,0,"No","One year","Yes","No","Fiber Optic","Yes","No","No","No","Yes","Yes","No","No","Yes","Bank Transfer(automatic)",46.55186,137.4872,3964.578207,3,4,4,3,5,2,4,3
"7960",8879,"Other","CO","Other",80820,38.78833,-105.5778,"Rural","America/Denver",5,43,49062.06,"Divorced","Male","No",10.93632,7,2,0,"No","Two Year","Yes","Yes","DSL","Yes","Yes","Yes","No","No","No","No","No","Yes","Bank Transfer(automatic)",65.28923,127.4783,6165.048793,4,3,5,2,6,2,3,3
"7961",8880,"Other","LA","Other",70355,29.69904,-90.42925,"Suburban","America/Chicago",0,35,9682.42,"Divorced","Female","No",9.161659,10,1,0,"No","Two Year","Yes","Yes","Fiber Optic","Yes","No","Yes","No","No","No","No","No","Yes","Bank Transfer(automatic)",63.58076,114.9728,5329.635404,3,3,3,2,4,3,3,3
"7962",8881,"Other","PA","Other",19015,39.86921,-75.39286,"Suburban","America/New_York",1,82,57339.59,"Widowed","Male","No",8.890401,15,1,0,"No","Two Year","Yes","Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","No","No","Yes","No","Bank Transfer(automatic)",71.96235,194.9882,6292.15687,2,3,3,3,4,3,2,4
"7963",8882,"Other","NJ","Other",7420,41.03255,-74.30115,"Suburban","America/New_York",0,86,53330.75,"Married","Female","No",12.78548,10,0,0,"No","Month-to-month","Yes","Yes","Fiber Optic","Yes","No","No","No","No","No","No","Yes","No","Electronic Check",65.11343,147.4421,5372.485557,3,4,4,2,4,3,3,2
"7964",8883,"Other","FL","Other",34113,26.04867,-81.72777,"Urban","America/New_York",3,60,56175.87,"Married","Female","No",7.87323,10,2,0,"Yes","Month-to-month","Yes","No","Fiber Optic","Yes","No","Yes","No","No","No","No","Yes","Yes","Mailed Check",55.42799,149.9598,4831.683083,3,4,3,4,3,3,4,5
"7965",8885,"Other","PA","Other",17823,40.72173,-76.72414,"Urban","America/New_York",3,58,75008.28,"Never Married","Male","No",11.33748,8,0,0,"No","One year","Yes","No","Fiber Optic","Yes","No","No","Yes","No","No","Yes","No","Yes","Credit Card (automatic)",52.8369,159.9349,4727.906301,3,3,3,2,4,4,3,4
"7966",8886,"Other","MI","Other",49829,45.76353,-87.15961,"Rural","America/Detroit",0,60,47386.97,"Never Married","Male","No",6.537862,11,1,0,"No","Two Year","Yes","Yes","DSL","Yes","Yes","Yes","No","No","Yes","Yes","No","No","Electronic Check",54.28949,164.9715,5218.998099,3,3,4,3,2,3,5,3
"7967",8887,"Other","ID","Other",83830,47.07838,-116.3653,"Suburban","America/Los_Angeles",2,36,43627.54,"Married","Male","No",8.049454,16,2,0,"No","Two Year","Yes","No","Fiber Optic","Yes","Yes","No","No","Yes","No","Yes","No","No","Credit Card (automatic)",63.39683,182.4676,5697.615578,2,2,2,5,2,4,6,3
"7968",8888,"Other","PA","Wayne",18431,41.62299,-75.25749,"Suburban","America/New_York",3,20,41971.87,"Divorced","Female","No",12.20292,16,0,1,"No","Two Year","No","No","DSL","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Bank Transfer(automatic)",57.87473,222.6281,5978.333259,2,3,1,5,4,2,4,2
"7969",8889,"Other","CA","Other",96020,40.367,-121.2963,"Rural","America/Los_Angeles",4,64,56783.12,"Married","Female","No",6.337104,11,0,0,"No","Month-to-month","No","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","Mailed Check",66.35321,187.4673,6364.433854,3,3,2,3,3,2,4,3
"7970",8891,"Other","NJ","Other",7430,41.08162,-74.18566,"Suburban","America/New_York",0,85,73067.65,"Separated","Female","No",10.98887,10,1,1,"Yes","Two Year","No","No","Fiber Optic","Yes","Yes","No","No","Yes","No","Yes","Yes","No","Credit Card (automatic)",48.42652,252.6378,4463.168123,3,3,2,3,1,5,6,4
"7971",8892,"Other","SC","Other",29580,33.66251,-79.55892,"Urban","America/New_York",0,18,11718.07,"Married","Female","No",10.84742,11,0,0,"No","Month-to-month","Yes","No","DSL","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","Electronic Check",58.89646,225.1457,6051.457992,2,1,2,4,3,4,4,3
"7972",8893,"Other","CA","Other",92147,32.72458,-117.2193,"Urban","America/Los_Angeles",0,19,24366.76,"Widowed","Female","No",14.98804,11,2,0,"No","Month-to-month","Yes","No","DSL","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","Electronic Check",70.52668,164.9853,6717.631884,5,4,4,3,3,5,4,4
"7973",8894,"Other","IA","Other",50264,40.90135,-93.70257,"Rural","America/Chicago",4,59,42760.04,"Widowed","Female","Yes",5.65608,9,0,0,"No","Month-to-month","Yes","No","DSL","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Electronic Check",71.64551,225.1457,7084.802797,4,4,3,5,2,4,2,4
"7974",8895,"Other","TN","Other",38382,35.96724,-88.9928,"Suburban","America/Chicago",0,32,90780.38,"Never Married","Female","No",10.04844,9,0,0,"No","Two Year","No","No","DSL","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","Mailed Check",39.23505,194.9663,4093.69412,5,6,5,3,5,4,3,3
"7975",8896,"Other","WV","Other",26287,39.16583,-79.69037,"Rural","America/New_York",1,29,40412.56,"Never Married","Female","No",8.671001,14,1,0,"No","One year","No","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Mailed Check",67.15929,245.1283,6710.02165,3,3,3,2,4,3,4,2
"7976",8897,"Other","OK","Other",73015,35.08049,-98.59536,"Rural","America/Chicago",0,83,59357.03,"Widowed","Male","No",11.37971,12,0,0,"No","Two Year","Yes","No","None","Yes","Yes","No","No","Yes","Yes","No","No","Yes","Electronic Check",64.25764,137.5165,5396.225434,3,4,3,4,3,3,4,4
"7977",8898,"Other","NY","Other",14211,42.90779,-78.81906,"Urban","America/New_York",0,41,4551.4,"Separated","Male","No",9.699545,14,2,0,"No","Two Year","No","Yes","Fiber Optic","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Electronic Check",65.12124,174.9755,5858.190319,4,4,3,3,4,4,3,5
"7978",8899,"Other","MN","Other",56669,48.40816,-93.19278,"Rural","America/Chicago",1,69,25392.45,"Divorced","Female","No",15.46358,13,0,1,"No","Month-to-month","Yes","No","Fiber Optic","Yes","Yes","Yes","No","No","No","Yes","No","No","Electronic Check",67.89973,172.4624,5870.59778,4,3,3,5,4,5,3,3
"7979",8900,"Other","TX","Other",75471,33.03945,-95.38927,"Suburban","America/Chicago",4,30,100050,"Never Married","Male","No",14.12923,17,2,0,"No","Two Year","No","Yes","Fiber Optic","Yes","No","No","No","No","No","No","Yes","Yes","Bank Transfer(automatic)",68.54375,147.4421,6042.586728,2,2,4,2,4,3,2,3
"7980",8901,"Other","KS","Montgomery",67364,37.05265,-95.81566,"Rural","America/Chicago",0,25,24685.33,"Never Married","Male","No",10.34703,13,0,2,"No","Two Year","Yes","No","None","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Mailed Check",56.32657,232.652,5438.301299,5,5,4,5,4,4,4,5
"7981",8902,"Other","MI","Jackson",49203,42.22151,-84.4011,"Urban","America/Detroit",7,66,47296.5,"Divorced","Male","No",10.35811,8,3,0,"Yes","Month-to-month","Yes","No","None","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Electronic Check",47.40118,142.4993,4539.773339,4,4,4,2,4,4,3,4
"7982",8903,"Other","MD","Other",20637,38.52625,-76.77613,"Suburban","America/New_York",0,83,10151.14,"Married","Female","No",7.191449,8,0,0,"No","Month-to-month","No","No","None","Yes","Yes","No","No","No","No","Yes","No","Yes","Bank Transfer(automatic)",39.83368,137.4684,3419.03694,5,3,4,5,2,3,4,4
"7983",8904,"Other","IL","Other",61843,40.31535,-88.38396,"Suburban","America/Chicago",2,27,33392.44,"Divorced","Male","No",9.789614,14,2,2,"No","One year","Yes","No","Fiber Optic","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Electronic Check",51.59283,204.9634,4853.919295,5,6,5,2,5,3,3,4
"7984",8907,"Other","PA","Other",16652,40.51473,-77.95686,"Suburban","America/New_York",0,42,11668.78,"Separated","Female","No",8.723293,14,0,0,"No","Month-to-month","No","No","None","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Credit Card (automatic)",68.14328,162.4982,5916.482428,4,5,3,3,3,4,3,4
"7985",8908,"Other","KS","Other",67846,38.03484,-100.767,"Rural","America/Chicago",0,54,28928.83,"Widowed","Female","No",4.360031,17,0,0,"No","Month-to-month","No","No","DSL","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","Electronic Check",63.20833,174.9768,5932.349473,4,4,5,3,4,3,4,3
"7986",8909,"Other","LA","Other",70047,29.96954,-90.36589,"Urban","America/Chicago",3,64,16499.16,"Widowed","Male","No",13.46568,15,0,1,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Credit Card (automatic)",71.21292,217.4702,6364.501793,2,2,3,4,4,3,2,3
"7987",8910,"Other","PA","Other",16242,41.00749,-79.36039,"Rural","America/New_York",0,53,81087.13,"Divorced","Female","No",13.08874,12,1,0,"No","Month-to-month","Yes","No","DSL","Yes","No","No","No","Yes","Yes","Yes","No","Yes","Mailed Check",43.5663,142.4713,4254.251624,4,5,5,3,3,4,3,5
"7988",8911,"Other","NY","Other",13464,42.68582,-75.61754,"Rural","America/New_York",1,51,22019.29,"Separated","Female","No",5.209809,14,2,1,"No","Two Year","Yes","No","Fiber Optic","Yes","No","Yes","No","No","No","No","Yes","Yes","Mailed Check",59.78823,149.9598,5156.890432,3,4,4,3,2,3,2,4
"7989",8912,"Other","MI","Other",48763,44.25253,-83.61271,"Suburban","America/Detroit",1,55,36932.56,"Divorced","Male","No",2.355031,9,1,0,"No","Month-to-month","No","No","DSL","Yes","No","No","No","No","No","No","No","No","Electronic Check",52.20049,92.45514,4782.949918,2,3,2,5,5,3,2,2
"7990",8914,"Other","CA","Other",95703,38.99083,-120.9853,"Suburban","America/Los_Angeles",0,26,43027.81,"Widowed","Male","No",9.832186,12,1,0,"No","Month-to-month","Yes","No","None","No","No","Yes","Yes","No","Yes","Yes","Yes","No","Credit Card (automatic)",69.01117,212.6557,6406.743794,3,3,3,4,3,1,3,3
"7991",8915,"Other","WA","Other",99218,47.75954,-117.4085,"Urban","America/Los_Angeles",5,72,17354.74,"Separated","Female","No",9.987515,10,0,1,"No","Month-to-month","No","Yes","Fiber Optic","Yes","No","Yes","No","Yes","No","Yes","No","No","Bank Transfer(automatic)",55.02079,152.4798,4941.822921,3,2,3,3,4,2,2,4
"7992",8916,"Other","NY","Other",14063,42.414,-79.32601,"Urban","America/New_York",3,19,63080.18,"Never Married","Female","No",12.53304,14,0,0,"No","Month-to-month","No","Yes","Fiber Optic","Yes","Yes","No","Yes","No","No","Yes","No","Yes","Electronic Check",53.58396,192.4404,4941.881988,3,3,4,4,5,3,4,3
"7993",8917,"Other","MD","Other",21649,39.13451,-75.77018,"Suburban","America/New_York",0,18,26959.95,"Divorced","Nonbinary","No",16.02815,14,0,2,"No","Month-to-month","Yes","Yes","None","Yes","Yes","No","Yes","No","No","No","No","Yes","Bank Transfer(automatic)",66.22321,134.9801,5688.797995,4,3,3,4,1,3,4,4
"7994",8918,"Other","TN","Other",38258,36.02598,-88.61744,"Suburban","America/Chicago",0,38,12723.64,"Married","Male","No",9.613071,12,0,1,"No","Two Year","No","No","Fiber Optic","Yes","No","No","No","Yes","No","No","No","No","Electronic Check",42.07751,124.9781,3650.098328,4,5,6,5,2,4,4,5
"7995",8919,"Other","KS","Other",67757,39.54623,-100.6105,"Urban","America/Chicago",2,24,67649.91,"Married","Female","No",8.818908,15,1,0,"No","Two Year","Yes","No","Fiber Optic","Yes","No","Yes","No","No","No","No","No","No","Credit Card (automatic)",51.80774,114.9728,4462.614161,4,4,4,5,2,4,5,3
"7996",8920,"Other","MN","Other",55810,46.75959,-92.27299,"Rural","America/Chicago",3,30,53901.68,"Separated","Male","No",10.40897,10,1,1,"Yes","Two Year","Yes","No","Fiber Optic","Yes","No","No","No","No","No","Yes","No","Yes","Credit Card (automatic)",65.32158,137.4392,5748.685143,2,2,2,3,4,2,2,3
"7997",8921,"Other","MT","Other",59065,45.27875,-110.7309,"Rural","America/Denver",1,20,21224.38,"Divorced","Female","No",10.77302,11,0,0,"No","Two Year","Yes","No","Fiber Optic","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Mailed Check",70.66533,255.1417,6523.645236,4,3,4,2,2,4,4,4
"7998",8922,"Other","NH","Other",3819,42.92844,-71.12119,"Urban","America/New_York",1,87,14634.81,"Widowed","Female","No",12.95729,17,2,0,"No","Two Year","Yes","No","Fiber Optic","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Mailed Check",54.11361,240.1149,4868.237911,5,5,4,4,3,5,4,6
"7999",8923,"Other","TN","Other",38347,35.47776,-88.49862,"Urban","America/Chicago",1,38,63669.74,"Never Married","Female","No",7.691997,10,1,2,"Yes","Month-to-month","No","No","None","Yes","Yes","No","Yes","Yes","Yes","No","No","No","Mailed Check",64.20551,160.0122,5581.981954,4,3,4,4,3,4,3,4
"8000",8924,"Other","OR","Jefferson",97760,44.39092,-121.2378,"Urban","America/Los_Angeles",1,42,67040.96,"Never Married","Male","No",7.530198,12,0,1,"No","Month-to-month","No","Yes","Fiber Optic","Yes","No","No","No","Yes","No","No","Yes","No","Mailed Check",58.36296,159.965,5161.84319,1,1,2,4,4,2,1,3
"8001",8925,"Other","NJ","Other",8735,39.98206,-74.07228,"Suburban","America/New_York",0,51,44847.15,"Divorced","Male","No",13.7101,7,1,0,"No","Month-to-month","Yes","No","None","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Electronic Check",43.98704,162.4937,4021.932527,4,4,4,1,5,4,3,3
"8002",8926,"Other","MN","Other",56042,43.8042,-93.48359,"Urban","America/Chicago",0,89,93474.78,"Divorced","Female","No",10.06,11,0,1,"No","Month-to-month","Yes","No","None","Yes","No","No","No","Yes","Yes","No","Yes","Yes","Mailed Check",54.99066,139.9979,4622.680672,4,3,3,1,5,3,3,3
"8003",8927,"Other","NM","Other",88242,32.81047,-103.1586,"Rural","America/Denver",3,58,67637.17,"Widowed","Male","No",6.605824,11,1,0,"No","Month-to-month","Yes","No","DSL","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","Bank Transfer(automatic)",53.62789,235.1555,5605.985814,4,3,3,3,4,3,5,4
"8004",8929,"Other","WA","Other",98233,48.50395,-122.3508,"Suburban","America/Los_Angeles",0,61,73700.77,"Never Married","Male","No",15.02435,15,1,1,"No","Month-to-month","Yes","No","None","No","No","Yes","No","Yes","No","Yes","Yes","Yes","Credit Card (automatic)",71.58757,190.1737,6489.928767,4,3,5,4,2,4,4,4
"8005",8930,"Other","OH","Other",44001,41.36494,-82.26177,"Urban","America/New_York",1,48,52772.29,"Separated","Female","Yes",7.669681,5,0,0,"No","Month-to-month","Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Bank Transfer(automatic)",42.47353,242.6106,4549.826317,4,4,5,4,3,5,3,2
"8006",8931,"Other","SC","Other",29545,34.1624,-78.96559,"Suburban","America/New_York",1,86,57801.81,"Widowed","Male","No",10.39446,12,1,0,"No","Two Year","Yes","No","None","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","Credit Card (automatic)",57.68543,232.6707,5300.70659,3,3,3,4,3,3,4,4
"8007",8932,"Other","FL","Other",32399,30.43303,-84.27076,"Urban","America/New_York",3,82,23942.2,"Married","Female","No",6.48996,17,0,0,"No","One year","Yes","No","None","Yes","No","No","Yes","No","No","No","No","Yes","Bank Transfer(automatic)",66.77433,102.4746,5548.354455,5,5,6,4,3,4,6,4
"8008",8933,"Other","NH","Other",3077,43.03293,-71.19804,"Suburban","America/New_York",2,42,23101.59,"Never Married","Male","No",3.081914,10,1,0,"No","Two Year","No","No","Fiber Optic","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Credit Card (automatic)",63.6336,255.1372,5985.170527,5,4,4,4,3,5,4,5
"8009",8934,"Other","WA","Other",98901,46.69318,-120.4153,"Urban","America/Los_Angeles",0,53,15397.08,"Married","Female","No",9.942912,11,1,0,"No","Month-to-month","No","Yes","None","Yes","No","Yes","No","No","Yes","Yes","No","Yes","Electronic Check",55.9975,119.9897,4849.400123,2,3,3,4,3,3,2,4
"8010",8935,"Other","PA","Other",16226,40.71097,-79.48683,"Urban","America/New_York",2,35,63016.28,"Widowed","Female","No",10.76049,14,3,0,"Yes","Two Year","No","No","None","Yes","No","Yes","Yes","No","No","Yes","Yes","No","Electronic Check",56.841,200.1465,5390.230602,4,3,4,2,5,3,4,2
"8011",8936,"Other","IN","Other",47340,40.18107,-85.1323,"Rural","America/Indiana/Indianapolis",0,53,15125.59,"Widowed","Male","No",9.129946,8,1,0,"No","One year","Yes","Yes","DSL","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Bank Transfer(automatic)",70.47803,222.6281,6857.525674,3,3,3,4,3,4,4,5
"8012",8937,"Other","SD","Other",57642,45.81095,-100.7431,"Urban","America/Denver",2,73,37027.19,"Married","Male","No",7.133502,8,0,0,"No","Month-to-month","Yes","No","None","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","Bank Transfer(automatic)",57.39587,150.007,5012.390451,3,3,4,3,4,3,5,4
"8013",8938,"Other","GA","Other",30182,33.65548,-85.24597,"Suburban","America/New_York",1,49,10317.99,"Separated","Female","No",14.34662,14,0,0,"No","One year","Yes","Yes","DSL","Yes","Yes","No","No","Yes","Yes","No","Yes","No","Credit Card (automatic)",60.74786,184.9797,5741.788806,5,6,5,4,4,5,4,3
"8014",8939,"Other","TX","Other",79109,35.16631,-101.8865,"Rural","America/Chicago",5,70,117890.3,"Divorced","Female","No",12.50156,13,1,1,"No","Two Year","No","Yes","None","Yes","Yes","No","Yes","Yes","No","No","No","No","Electronic Check",69.82128,147.5031,6056.024801,5,4,3,4,3,5,5,5
"8015",8940,"Other","MO","Other",65462,37.68637,-91.85894,"Suburban","America/Chicago",1,55,41526.48,"Never Married","Female","No",10.6861,12,2,0,"No","One year","Yes","No","Fiber Optic","No","No","No","No","No","No","Yes","No","Yes","Electronic Check",65.71805,137.4392,5590.582279,5,5,5,5,2,6,5,5
